jurisdiction_id,authority_id,source_id,capability_type,source_url,platform_family,smallest_observed_unit,valid_from,valid_to,evidence_snapshot_sha256,verification_status,assessment_method,evidence_reference,notes
us:oh:county:butler,us:authority:oh:board-of-elections:butler-county-board-of-elections,legacy:us:oh:county:butler:source:1,final,https://elections.bcohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:butler:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:butler,us:authority:oh:board-of-elections:butler-county-board-of-elections,legacy:us:oh:county:butler:source:1,election_night,https://elections.bcohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:butler:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:lorain,us:authority:oh:board-of-elections:lorain-county-board-of-elections,legacy:us:oh:county:lorain:source:1,final,https://www.voteloraincountyohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:lorain:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:lorain,us:authority:oh:board-of-elections:lorain-county-board-of-elections,legacy:us:oh:county:lorain:source:1,election_night,https://www.voteloraincountyohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:lorain:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:mahoning,us:authority:oh:board-of-elections:mahoning-county-board-of-elections,legacy:us:oh:county:mahoning:source:1,final,https://vote.mahoningcountyoh.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:mahoning:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:mahoning,us:authority:oh:board-of-elections:mahoning-county-board-of-elections,legacy:us:oh:county:mahoning:source:1,election_night,https://vote.mahoningcountyoh.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:mahoning:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:lake,us:authority:oh:board-of-elections:lake-county-board-of-elections,legacy:us:oh:county:lake:source:1,final,https://www.lakecountyohio.gov/boe/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:lake:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:lake,us:authority:oh:board-of-elections:lake-county-board-of-elections,legacy:us:oh:county:lake:source:1,election_night,https://www.lakecountyohio.gov/boe/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:lake:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:trumbull,us:authority:oh:board-of-elections:trumbull-county-board-of-elections,legacy:us:oh:county:trumbull:source:1,final,https://boe.co.trumbull.oh.us/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:trumbull:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:trumbull,us:authority:oh:board-of-elections:trumbull-county-board-of-elections,legacy:us:oh:county:trumbull:source:1,election_night,https://boe.co.trumbull.oh.us/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:trumbull:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:clermont,us:authority:oh:board-of-elections:clermont-county-board-of-elections,legacy:us:oh:county:clermont:source:1,final,https://boe.clermontcountyohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:clermont:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:clermont,us:authority:oh:board-of-elections:clermont-county-board-of-elections,legacy:us:oh:county:clermont:source:1,election_night,https://boe.clermontcountyohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:clermont:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:warren,us:authority:oh:board-of-elections:warren-county-board-of-elections,legacy:us:oh:county:warren:source:1,final,https://vote.warrencountyohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:warren:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:warren,us:authority:oh:board-of-elections:warren-county-board-of-elections,legacy:us:oh:county:warren:source:1,election_night,https://vote.warrencountyohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:warren:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:delaware,us:authority:oh:board-of-elections:delaware-county-board-of-elections,legacy:us:oh:county:delaware:source:1,final,https://vote.delawarecountyohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:delaware:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:delaware,us:authority:oh:board-of-elections:delaware-county-board-of-elections,legacy:us:oh:county:delaware:source:1,election_night,https://vote.delawarecountyohio.gov/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:delaware:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:licking,us:authority:oh:board-of-elections:licking-county-board-of-elections,legacy:us:oh:county:licking:source:1,final,https://www.boe.ohio.gov/licking/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:licking:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:licking,us:authority:oh:board-of-elections:licking-county-board-of-elections,legacy:us:oh:county:licking:source:1,election_night,https://www.boe.ohio.gov/licking/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:licking:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:greene,us:authority:oh:board-of-elections:greene-county-board-of-elections,legacy:us:oh:county:greene:source:1,final,https://www.greenecountyohio.gov/128/Board-of-Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:greene:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:greene,us:authority:oh:board-of-elections:greene-county-board-of-elections,legacy:us:oh:county:greene:source:1,election_night,https://www.greenecountyohio.gov/128/Board-of-Elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:greene:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:athens,us:authority:oh:board-of-elections:athens-county-board-of-elections,legacy:us:oh:county:athens:source:1,final,https://www.boe.ohio.gov/athens/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:athens:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:athens,us:authority:oh:board-of-elections:athens-county-board-of-elections,legacy:us:oh:county:athens:source:1,election_night,https://www.boe.ohio.gov/athens/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:athens:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:wood,us:authority:oh:board-of-elections:wood-county-board-of-elections,legacy:us:oh:county:wood:source:1,final,https://www.woodcountyohio.gov/boe/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:wood:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:wood,us:authority:oh:board-of-elections:wood-county-board-of-elections,legacy:us:oh:county:wood:source:1,election_night,https://www.woodcountyohio.gov/boe/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:wood:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:portage,us:authority:oh:board-of-elections:portage-county-board-of-elections,legacy:us:oh:county:portage:source:1,final,https://www.portagecounty-oh.gov/board-elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:portage:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:portage,us:authority:oh:board-of-elections:portage-county-board-of-elections,legacy:us:oh:county:portage:source:1,election_night,https://www.portagecounty-oh.gov/board-elections,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:portage:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:allen,us:authority:oh:board-of-elections:allen-county-board-of-elections,legacy:us:oh:county:allen:final-source,final,https://www.boe.ohio.gov/allen/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:allen:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:ashland,us:authority:oh:board-of-elections:ashland-county-board-of-elections,legacy:us:oh:county:ashland:final-source,final,https://www.boe.ohio.gov/ashland/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:ashland:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:ashtabula,us:authority:oh:board-of-elections:ashtabula-county-board-of-elections,legacy:us:oh:county:ashtabula:source:1,final,https://www.boe.ohio.gov/ashtabula/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:ashtabula:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:ashtabula,us:authority:oh:board-of-elections:ashtabula-county-board-of-elections,legacy:us:oh:county:ashtabula:source:1,election_night,https://www.boe.ohio.gov/ashtabula/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:ashtabula:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:belmont,us:authority:oh:board-of-elections:belmont-county-board-of-elections,legacy:us:oh:county:belmont:source:1,final,https://www.boe.ohio.gov/belmont/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:belmont:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:belmont,us:authority:oh:board-of-elections:belmont-county-board-of-elections,legacy:us:oh:county:belmont:source:1,election_night,https://www.boe.ohio.gov/belmont/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:belmont:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:clark,us:authority:oh:board-of-elections:clark-county-board-of-elections,legacy:us:oh:county:clark:source:1,final,https://www.boe.ohio.gov/clark/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:clark:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:clark,us:authority:oh:board-of-elections:clark-county-board-of-elections,legacy:us:oh:county:clark:source:1,election_night,https://www.boe.ohio.gov/clark/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:clark:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:columbiana,us:authority:oh:board-of-elections:columbiana-county-board-of-elections,legacy:us:oh:county:columbiana:final-source,final,https://www.boe.ohio.gov/columbiana/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:columbiana:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:coshocton,us:authority:oh:board-of-elections:coshocton-county-board-of-elections,legacy:us:oh:county:coshocton:final-source,final,https://www.boe.ohio.gov/coshocton/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:coshocton:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:darke,us:authority:oh:board-of-elections:darke-county-board-of-elections,legacy:us:oh:county:darke:source:1,final,https://www.boe.ohio.gov/darke/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:darke:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:darke,us:authority:oh:board-of-elections:darke-county-board-of-elections,legacy:us:oh:county:darke:source:1,election_night,https://www.boe.ohio.gov/darke/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:darke:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:erie,us:authority:oh:board-of-elections:erie-county-board-of-elections,legacy:us:oh:county:erie:source:1,final,https://www.boe.ohio.gov/erie/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:erie:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:erie,us:authority:oh:board-of-elections:erie-county-board-of-elections,legacy:us:oh:county:erie:source:1,election_night,https://www.boe.ohio.gov/erie/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:erie:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:fairfield,us:authority:oh:board-of-elections:fairfield-county-board-of-elections,legacy:us:oh:county:fairfield:source:1,final,https://www.boe.ohio.gov/fairfield/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:fairfield:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:fairfield,us:authority:oh:board-of-elections:fairfield-county-board-of-elections,legacy:us:oh:county:fairfield:source:1,election_night,https://www.boe.ohio.gov/fairfield/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:fairfield:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:fayette,us:authority:oh:board-of-elections:fayette-county-board-of-elections,legacy:us:oh:county:fayette:source:1,final,https://www.boe.ohio.gov/fayette/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:fayette:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:fayette,us:authority:oh:board-of-elections:fayette-county-board-of-elections,legacy:us:oh:county:fayette:source:1,election_night,https://www.boe.ohio.gov/fayette/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:fayette:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:geauga,us:authority:oh:board-of-elections:geauga-county-board-of-elections,legacy:us:oh:county:geauga:source:1,final,https://www.boe.ohio.gov/geauga/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:geauga:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:geauga,us:authority:oh:board-of-elections:geauga-county-board-of-elections,legacy:us:oh:county:geauga:source:1,election_night,https://www.boe.ohio.gov/geauga/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:geauga:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:guernsey,us:authority:oh:board-of-elections:guernsey-county-board-of-elections,legacy:us:oh:county:guernsey:final-source,final,https://www.boe.ohio.gov/guernsey/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:guernsey:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:hancock,us:authority:oh:board-of-elections:hancock-county-board-of-elections,legacy:us:oh:county:hancock:final-source,final,https://www.boe.ohio.gov/hancock/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:hancock:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:huron,us:authority:oh:board-of-elections:huron-county-board-of-elections,legacy:us:oh:county:huron:final-source,final,https://www.boe.ohio.gov/huron/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:huron:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:knox,us:authority:oh:board-of-elections:knox-county-board-of-elections,legacy:us:oh:county:knox:source:1,final,https://www.boe.ohio.gov/knox/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:knox:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:knox,us:authority:oh:board-of-elections:knox-county-board-of-elections,legacy:us:oh:county:knox:source:1,election_night,https://www.boe.ohio.gov/knox/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:knox:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:madison,us:authority:oh:board-of-elections:madison-county-board-of-elections,legacy:us:oh:county:madison:final-source,final,https://www.boe.ohio.gov/madison/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:madison:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:medina,us:authority:oh:board-of-elections:medina-county-board-of-elections,legacy:us:oh:county:medina:final-source,final,https://www.boe.ohio.gov/medina/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:medina:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:miami,us:authority:oh:board-of-elections:miami-county-board-of-elections,legacy:us:oh:county:miami:final-source,final,https://www.boe.ohio.gov/miami/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:miami:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:muskingum,us:authority:oh:board-of-elections:muskingum-county-board-of-elections,legacy:us:oh:county:muskingum:final-source,final,https://www.boe.ohio.gov/muskingum/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:muskingum:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:adams,us:authority:oh:board-of-elections:adams-county-board-of-elections,legacy:us:oh:county:adams:source:1,final,https://www.boe.ohio.gov/adams/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:adams:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:adams,us:authority:oh:board-of-elections:adams-county-board-of-elections,legacy:us:oh:county:adams:source:1,election_night,https://www.boe.ohio.gov/adams/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:adams:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:auglaize,us:authority:oh:board-of-elections:auglaize-county-board-of-elections,legacy:us:oh:county:auglaize:source:1,final,https://www.boe.ohio.gov/auglaize/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:auglaize:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:auglaize,us:authority:oh:board-of-elections:auglaize-county-board-of-elections,legacy:us:oh:county:auglaize:source:1,election_night,https://www.boe.ohio.gov/auglaize/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:auglaize:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:brown,us:authority:oh:board-of-elections:brown-county-board-of-elections,legacy:us:oh:county:brown:source:1,final,https://www.boe.ohio.gov/brown/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:brown:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:brown,us:authority:oh:board-of-elections:brown-county-board-of-elections,legacy:us:oh:county:brown:source:1,election_night,https://www.boe.ohio.gov/brown/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:brown:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:carroll,us:authority:oh:board-of-elections:carroll-county-board-of-elections,legacy:us:oh:county:carroll:source:1,final,https://www.boe.ohio.gov/carroll/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:carroll:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:carroll,us:authority:oh:board-of-elections:carroll-county-board-of-elections,legacy:us:oh:county:carroll:source:1,election_night,https://www.boe.ohio.gov/carroll/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:carroll:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:champaign,us:authority:oh:board-of-elections:champaign-county-board-of-elections,legacy:us:oh:county:champaign:source:1,final,https://www.boe.ohio.gov/champaign/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:champaign:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:champaign,us:authority:oh:board-of-elections:champaign-county-board-of-elections,legacy:us:oh:county:champaign:source:1,election_night,https://www.boe.ohio.gov/champaign/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:champaign:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:clinton,us:authority:oh:board-of-elections:clinton-county-board-of-elections,legacy:us:oh:county:clinton:source:1,final,https://www.boe.ohio.gov/clinton/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:clinton:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:clinton,us:authority:oh:board-of-elections:clinton-county-board-of-elections,legacy:us:oh:county:clinton:source:1,election_night,https://www.boe.ohio.gov/clinton/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:clinton:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:crawford,us:authority:oh:board-of-elections:crawford-county-board-of-elections,legacy:us:oh:county:crawford:source:1,final,https://www.boe.ohio.gov/crawford/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:crawford:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:crawford,us:authority:oh:board-of-elections:crawford-county-board-of-elections,legacy:us:oh:county:crawford:source:1,election_night,https://www.boe.ohio.gov/crawford/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:crawford:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:defiance,us:authority:oh:board-of-elections:defiance-county-board-of-elections,legacy:us:oh:county:defiance:source:1,final,https://www.boe.ohio.gov/defiance/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:defiance:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:defiance,us:authority:oh:board-of-elections:defiance-county-board-of-elections,legacy:us:oh:county:defiance:source:1,election_night,https://www.boe.ohio.gov/defiance/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:defiance:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:fulton,us:authority:oh:board-of-elections:fulton-county-board-of-elections,legacy:us:oh:county:fulton:source:1,final,https://www.boe.ohio.gov/fulton/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:fulton:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:fulton,us:authority:oh:board-of-elections:fulton-county-board-of-elections,legacy:us:oh:county:fulton:source:1,election_night,https://www.boe.ohio.gov/fulton/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:fulton:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:gallia,us:authority:oh:board-of-elections:gallia-county-board-of-elections,legacy:us:oh:county:gallia:source:1,final,https://www.boe.ohio.gov/gallia/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:gallia:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:gallia,us:authority:oh:board-of-elections:gallia-county-board-of-elections,legacy:us:oh:county:gallia:source:1,election_night,https://www.boe.ohio.gov/gallia/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:gallia:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:hardin,us:authority:oh:board-of-elections:hardin-county-board-of-elections,legacy:us:oh:county:hardin:source:1,final,https://www.boe.ohio.gov/hardin/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:hardin:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:hardin,us:authority:oh:board-of-elections:hardin-county-board-of-elections,legacy:us:oh:county:hardin:source:1,election_night,https://www.boe.ohio.gov/hardin/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:hardin:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:harrison,us:authority:oh:board-of-elections:harrison-county-board-of-elections,legacy:us:oh:county:harrison:source:1,final,https://www.boe.ohio.gov/harrison/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:harrison:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:harrison,us:authority:oh:board-of-elections:harrison-county-board-of-elections,legacy:us:oh:county:harrison:source:1,election_night,https://www.boe.ohio.gov/harrison/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:harrison:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:henry,us:authority:oh:board-of-elections:henry-county-board-of-elections,legacy:us:oh:county:henry:source:1,final,https://www.boe.ohio.gov/henry/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:henry:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:henry,us:authority:oh:board-of-elections:henry-county-board-of-elections,legacy:us:oh:county:henry:source:1,election_night,https://www.boe.ohio.gov/henry/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:henry:election_night,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
us:oh:county:highland,us:authority:oh:board-of-elections:highland-county-board-of-elections,legacy:us:oh:county:highland:source:1,final,https://www.boe.ohio.gov/highland/,,,,,,verified,existing_state_capability_registry,registry/us_primary_election_localities.csv#us:oh:county:highland:final,Migrated from canonical locality capability evidence; legacy source_id is a migration placeholder where normalized source identity was absent.
