jurisdiction_id,state,jurisdiction_level,canonical_name,external_id_namespace,external_id,id_status,authority_id,coverage_status,final_capable,election_night_capable,final_evidence_url,election_night_evidence_url,final_source_id,election_night_source_id,assessment_method,assessment_status,first_verified_at,last_verified_at,notes
us:ct:municipality:new-britain,CT,municipality,New Britain,,,provisional_name,us:authority:ct:town-clerk:new-britain-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:meriden,CT,municipality,Meriden,,,provisional_name,us:authority:ct:town-clerk:meriden-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:bristol,CT,municipality,Bristol,,,provisional_name,us:authority:ct:town-clerk:bristol-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:west-hartford,CT,municipality,West Hartford,,,provisional_name,us:authority:ct:town-clerk:west-hartford-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:greenwich,CT,municipality,Greenwich,,,provisional_name,us:authority:ct:town-clerk:greenwich-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Fairfield; current planning region=Western Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:fairfield,CT,municipality,Fairfield,,,provisional_name,us:authority:ct:town-clerk:fairfield-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Fairfield; current planning region=Greater Bridgeport. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:hamden,CT,municipality,Hamden,,,provisional_name,us:authority:ct:town-clerk:hamden-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:manchester,CT,municipality,Manchester,,,provisional_name,us:authority:ct:town-clerk:manchester-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:east-hartford,CT,municipality,East Hartford,,,provisional_name,us:authority:ct:town-clerk:east-hartford-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:milford,CT,municipality,Milford,,,provisional_name,us:authority:ct:town-clerk:milford-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:middletown,CT,municipality,Middletown,,,provisional_name,us:authority:ct:town-clerk:middletown-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:enfield,CT,municipality,Enfield,,,provisional_name,us:authority:ct:town-clerk:enfield-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:wallingford,CT,municipality,Wallingford,,,provisional_name,us:authority:ct:town-clerk:wallingford-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:groton,CT,municipality,Groton,,,provisional_name,us:authority:ct:town-clerk:groton-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:new-london,CT,municipality,New London,,,provisional_name,us:authority:ct:town-clerk:new-london-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:norwich,CT,municipality,Norwich,,,provisional_name,us:authority:ct:town-clerk:norwich-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:torrington,CT,municipality,Torrington,,,provisional_name,us:authority:ct:town-clerk:torrington-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:windham,CT,municipality,Windham,,,provisional_name,us:authority:ct:town-clerk:windham-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:putnam,CT,municipality,Putnam,,,provisional_name,us:authority:ct:town-clerk:putnam-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:salisbury,CT,municipality,Salisbury,,,provisional_name,us:authority:ct:town-clerk:salisbury-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:lyme,CT,municipality,Lyme,,,provisional_name,us:authority:ct:town-clerk:lyme-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:union,CT,municipality,Union,,,provisional_name,us:authority:ct:town-clerk:union-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Tolland; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:canaan,CT,municipality,Canaan,,,provisional_name,us:authority:ct:town-clerk:canaan-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:andover,CT,municipality,Andover,,,provisional_name,us:authority:ct:town-clerk:andover-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Tolland; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:ansonia,CT,municipality,Ansonia,,,provisional_name,us:authority:ct:town-clerk:ansonia-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=Naugatuck Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:ashford,CT,municipality,Ashford,,,provisional_name,us:authority:ct:town-clerk:ashford-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:avon,CT,municipality,Avon,,,provisional_name,us:authority:ct:town-clerk:avon-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:barkhamsted,CT,municipality,Barkhamsted,,,provisional_name,us:authority:ct:town-clerk:barkhamsted-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:beacon-falls,CT,municipality,Beacon Falls,,,provisional_name,us:authority:ct:town-clerk:beacon-falls-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=Naugatuck Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:berlin,CT,municipality,Berlin,,,provisional_name,us:authority:ct:town-clerk:berlin-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:bethany,CT,municipality,Bethany,,,provisional_name,us:authority:ct:town-clerk:bethany-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:bethel,CT,municipality,Bethel,,,provisional_name,us:authority:ct:town-clerk:bethel-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Fairfield; current planning region=Western Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:bethlehem,CT,municipality,Bethlehem,,,provisional_name,us:authority:ct:town-clerk:bethlehem-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:bloomfield,CT,municipality,Bloomfield,,,provisional_name,us:authority:ct:town-clerk:bloomfield-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:bolton,CT,municipality,Bolton,,,provisional_name,us:authority:ct:town-clerk:bolton-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Tolland; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:bozrah,CT,municipality,Bozrah,,,provisional_name,us:authority:ct:town-clerk:bozrah-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:branford,CT,municipality,Branford,,,provisional_name,us:authority:ct:town-clerk:branford-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:bridgewater,CT,municipality,Bridgewater,,,provisional_name,us:authority:ct:town-clerk:bridgewater-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Western Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:brookfield,CT,municipality,Brookfield,,,provisional_name,us:authority:ct:town-clerk:brookfield-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Fairfield; current planning region=Western Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:brooklyn,CT,municipality,Brooklyn,,,provisional_name,us:authority:ct:town-clerk:brooklyn-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:burlington,CT,municipality,Burlington,,,provisional_name,us:authority:ct:town-clerk:burlington-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:canterbury,CT,municipality,Canterbury,,,provisional_name,us:authority:ct:town-clerk:canterbury-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:chaplin,CT,municipality,Chaplin,,,provisional_name,us:authority:ct:town-clerk:chaplin-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:cheshire,CT,municipality,Cheshire,,,provisional_name,us:authority:ct:town-clerk:cheshire-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:chester,CT,municipality,Chester,,,provisional_name,us:authority:ct:town-clerk:chester-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:clinton,CT,municipality,Clinton,,,provisional_name,us:authority:ct:town-clerk:clinton-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:colchester,CT,municipality,Colchester,,,provisional_name,us:authority:ct:town-clerk:colchester-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:colebrook,CT,municipality,Colebrook,,,provisional_name,us:authority:ct:town-clerk:colebrook-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:columbia,CT,municipality,Columbia,,,provisional_name,us:authority:ct:town-clerk:columbia-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Tolland; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:cornwall,CT,municipality,Cornwall,,,provisional_name,us:authority:ct:town-clerk:cornwall-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:coventry,CT,municipality,Coventry,,,provisional_name,us:authority:ct:town-clerk:coventry-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Tolland; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:cromwell,CT,municipality,Cromwell,,,provisional_name,us:authority:ct:town-clerk:cromwell-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:darien,CT,municipality,Darien,,,provisional_name,us:authority:ct:town-clerk:darien-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Fairfield; current planning region=Western Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:deep-river,CT,municipality,Deep River,,,provisional_name,us:authority:ct:town-clerk:deep-river-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:derby,CT,municipality,Derby,,,provisional_name,us:authority:ct:town-clerk:derby-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=Naugatuck Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:durham,CT,municipality,Durham,,,provisional_name,us:authority:ct:town-clerk:durham-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:east-granby,CT,municipality,East Granby,,,provisional_name,us:authority:ct:town-clerk:east-granby-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:east-haddam,CT,municipality,East Haddam,,,provisional_name,us:authority:ct:town-clerk:east-haddam-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:east-hampton,CT,municipality,East Hampton,,,provisional_name,us:authority:ct:town-clerk:east-hampton-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:east-haven,CT,municipality,East Haven,,,provisional_name,us:authority:ct:town-clerk:east-haven-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:east-lyme,CT,municipality,East Lyme,,,provisional_name,us:authority:ct:town-clerk:east-lyme-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:east-windsor,CT,municipality,East Windsor,,,provisional_name,us:authority:ct:town-clerk:east-windsor-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:eastford,CT,municipality,Eastford,,,provisional_name,us:authority:ct:town-clerk:eastford-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:easton,CT,municipality,Easton,,,provisional_name,us:authority:ct:town-clerk:easton-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Fairfield; current planning region=Greater Bridgeport. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:ellington,CT,municipality,Ellington,,,provisional_name,us:authority:ct:town-clerk:ellington-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Tolland; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:essex,CT,municipality,Essex,,,provisional_name,us:authority:ct:town-clerk:essex-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:farmington,CT,municipality,Farmington,,,provisional_name,us:authority:ct:town-clerk:farmington-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:franklin,CT,municipality,Franklin,,,provisional_name,us:authority:ct:town-clerk:franklin-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:glastonbury,CT,municipality,Glastonbury,,,provisional_name,us:authority:ct:town-clerk:glastonbury-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:goshen,CT,municipality,Goshen,,,provisional_name,us:authority:ct:town-clerk:goshen-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:granby,CT,municipality,Granby,,,provisional_name,us:authority:ct:town-clerk:granby-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:griswold,CT,municipality,Griswold,,,provisional_name,us:authority:ct:town-clerk:griswold-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:guilford,CT,municipality,Guilford,,,provisional_name,us:authority:ct:town-clerk:guilford-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:haddam,CT,municipality,Haddam,,,provisional_name,us:authority:ct:town-clerk:haddam-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:hampton,CT,municipality,Hampton,,,provisional_name,us:authority:ct:town-clerk:hampton-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:hartland,CT,municipality,Hartland,,,provisional_name,us:authority:ct:town-clerk:hartland-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:harwinton,CT,municipality,Harwinton,,,provisional_name,us:authority:ct:town-clerk:harwinton-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:hebron,CT,municipality,Hebron,,,provisional_name,us:authority:ct:town-clerk:hebron-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Tolland; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:kent,CT,municipality,Kent,,,provisional_name,us:authority:ct:town-clerk:kent-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:killingly,CT,municipality,Killingly,,,provisional_name,us:authority:ct:town-clerk:killingly-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Windham; current planning region=Northeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:killingworth,CT,municipality,Killingworth,,,provisional_name,us:authority:ct:town-clerk:killingworth-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:lebanon,CT,municipality,Lebanon,,,provisional_name,us:authority:ct:town-clerk:lebanon-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:ledyard,CT,municipality,Ledyard,,,provisional_name,us:authority:ct:town-clerk:ledyard-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:lisbon,CT,municipality,Lisbon,,,provisional_name,us:authority:ct:town-clerk:lisbon-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:litchfield,CT,municipality,Litchfield,,,provisional_name,us:authority:ct:town-clerk:litchfield-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:madison,CT,municipality,Madison,,,provisional_name,us:authority:ct:town-clerk:madison-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=South Central Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:mansfield,CT,municipality,Mansfield,,,provisional_name,us:authority:ct:town-clerk:mansfield-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Tolland; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:marlborough,CT,municipality,Marlborough,,,provisional_name,us:authority:ct:town-clerk:marlborough-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Hartford; current planning region=Capitol. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:middlebury,CT,municipality,Middlebury,,,provisional_name,us:authority:ct:town-clerk:middlebury-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New Haven; current planning region=Naugatuck Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:middlefield,CT,municipality,Middlefield,,,provisional_name,us:authority:ct:town-clerk:middlefield-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Middlesex; current planning region=Lower Connecticut River Valley. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:monroe,CT,municipality,Monroe,,,provisional_name,us:authority:ct:town-clerk:monroe-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Fairfield; current planning region=Greater Bridgeport. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:montville,CT,municipality,Montville,,,provisional_name,us:authority:ct:town-clerk:montville-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=New London; current planning region=Southeastern Connecticut. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
us:ct:municipality:morris,CT,municipality,Morris,,,provisional_name,us:authority:ct:town-clerk:morris-town-clerk,enumerated_unresolved,false,false,,,,,historical_ct_town_registry,enumerated,,,Historical county=Litchfield; current planning region=Northwest Hills. Capability remains unresolved; generated authority URLs are not treated as verified capability evidence.
